date,rank,username,viewer_count
2021-04-11,8,zackrawrr,20844
2021-04-11,9,Emiru,19049
2021-04-11,10,VALORANT_Americas,18792
2021-04-11,11,playapex,16215
2021-04-11,12,Jynxzi,14868
2021-04-11,13,PENTA,14214
2021-04-11,14,MOONMOON,14692
2021-04-11,15,CDawgVA,10963
2021-04-11,16,Clix,15194
2021-04-11,17,summit1g,12015
2021-04-11,18,shroud,8994
2021-04-11,19,Foolish_Gamers,12501
2021-04-11,20,Flight23white,7557
2021-04-11,21,LVNDMARK,9115
2021-04-11,22,Grubby,6532
2021-04-11,23,Shotzzy,7980
2021-04-11,24,Agent00,6031
2021-04-11,25,Tectone,6020
2021-04-11,26,AMOURANTH,5747
2021-04-11,27,watchmeblink,5439
2021-04-11,28,koil,3704
2021-04-11,29,The_Happy_Hob,5548
2021-04-11,30,BrawlStars,4033
2021-04-11,31,Dkayed,4135
2021-04-11,33,vedal987,4199
2021-04-11,34,TeamfightTactics,4284
2021-04-11,35,fl0m,4150
2021-04-11,36,A_Seagull,3891
2021-04-11,37,erobb221,5510
2021-04-11,38,Cohh,4481
2021-04-11,39,alpharad,4151
2021-04-11,40,Mathil1,4048
2021-04-11,41,HisWattson,4767
2021-04-11,42,LVTHalo,3046
2021-04-11,43,HusKerrs,4234
2021-04-11,44,reneesrealm,3824
2021-04-11,45,Ray,3621
2021-04-11,46,zwebackhd,3307
2021-04-11,47,iateyourpie,3507
2021-04-11,48,RaiseYourEdge,3050
2021-04-11,49,AmazonMusic,10114
2021-04-11,50,Pieface23,2900
2021-04-11,51,setsukotft,3307
2021-04-11,52,Bawkbasoup,3370
2021-04-11,53,solarbacca,2632
2021-04-11,54,RealzBlueWater,2929
2021-04-11,55,CoconutB,2950
2021-04-11,56,itsBenAndKaren,3268
2021-04-11,58,RetalsRL,3534
2021-04-11,59,KYR_SP33DY,3158
2021-04-11,60,Beaulo,2627
2021-04-11,61,Atrioc,2798
2021-04-11,62,BadBoyHalo,3837
2021-04-11,63,Lacari,2562
2021-04-11,64,buckefps,1535
2021-04-11,65,WorldofWarships,2392
2021-04-11,66,Sequisha,2474
2021-04-11,68,syn4ack,2072
2021-04-11,69,Sliggytv,2406
2021-04-11,70,AdrianaChechik_,2408
2021-04-11,71,monkeys_forever,2688
2021-04-11,72,NickEh30,2606
2021-04-11,73,IKeepItTaco,2250
2021-04-11,74,w0n23,2288
2021-04-11,75,blau,2112
2021-04-11,76,HarryHesketh,2359
2021-04-11,77,SmiteGame,1891
2021-04-11,78,Scarra,2508
2021-04-11,79,Granny,2069
2021-04-11,80,Zemie,2115
2021-04-11,81,StaysafeTV,2251
2021-04-11,82,Jay3,2509
2021-04-11,83,SlotsMarko,2019
2021-04-11,84,CodeMiko,1835
2021-04-11,85,akaNemsko,1815
2021-04-11,86,Sommerset,1684
2021-04-11,87,Rustage_,1795
2021-04-11,88,MurderCrumpet,1914
2021-04-11,89,hpduketv,2040
2021-04-11,90,KarasMai,1950
2021-04-11,91,humzh,1539
2021-04-11,92,MeatiHS,1697
2021-04-11,93,Prestivent,1692
2021-04-11,94,Chica,1742
2021-04-11,95,DooleyNotedGaming,1936
2021-04-11,96,Linkus7,1825
2021-04-11,98,Dratnos,1574
2021-04-11,99,GEEGA,1618
2021-04-12,1,xQc,61576
2021-04-12,2,tarik,53422
2021-04-12,3,HasanAbi,31808
2021-04-12,4,NICKMERCS,31283
2021-04-12,5,TSM_ImperialHal,25603
2021-04-12,7,NiceWigg,20079
2021-04-12,8,zackrawrr,20844
2021-04-12,9,Emiru,19049
2021-04-12,10,VALORANT_Americas,18792
2021-04-12,11,playapex,16215
2021-04-12,12,Jynxzi,14868
2021-04-12,13,PENTA,14214
2021-04-12,14,MOONMOON,14312
2021-04-12,15,CDawgVA,10963
2021-04-12,16,Clix,14791
2021-04-12,17,summit1g,12015
2021-04-12,18,shroud,8994
2021-04-12,19,Foolish_Gamers,12501
2021-04-12,20,Flight23white,7557
2021-04-12,21,LVNDMARK,9002
2021-04-12,22,Grubby,6532
2021-04-12,23,Shotzzy,8354
2021-04-12,24,Agent00,6031
2021-04-12,25,Tectone,6020
2021-04-12,26,AMOURANTH,5747
2021-04-12,27,watchmeblink,5439
2021-04-12,28,koil,3704
2021-04-12,29,The_Happy_Hob,5667
2021-04-12,30,BrawlStars,4033
2021-04-12,31,Dkayed,4135
2021-04-12,33,vedal987,4199
2021-04-12,34,TeamfightTactics,4347
2021-04-12,35,fl0m,4150
2021-04-12,36,A_Seagull,3891
2021-04-12,37,erobb221,5510
2021-04-12,38,Cohh,4481
2021-04-12,39,alpharad,4151
2021-04-12,40,Mathil1,4048
2021-04-12,41,HisWattson,4767
2021-04-12,42,LVTHalo,3046
2021-04-12,43,HusKerrs,4234
2021-04-12,44,reneesrealm,3824
2021-04-12,45,Ray,3506
2021-04-12,46,zwebackhd,3307
2021-04-12,47,iateyourpie,3507
2021-04-12,48,RaiseYourEdge,3050
2021-04-12,49,AmazonMusic,10114
2021-04-12,50,Pieface23,2900
2021-04-12,51,setsukotft,3307
2021-04-12,52,Bawkbasoup,3370
2021-04-12,53,solarbacca,2632
2021-04-12,54,RealzBlueWater,2929
2021-04-12,55,CoconutB,2950
2021-04-12,56,itsBenAndKaren,3268
2021-04-12,58,RetalsRL,3534
2021-04-12,59,KYR_SP33DY,3115
2021-04-12,60,Beaulo,2550
2021-04-12,61,Atrioc,2798
2021-04-12,62,BadBoyHalo,3837
2021-04-12,63,Lacari,2562
2021-04-12,64,buckefps,1535
2021-04-12,65,WorldofWarships,2392
2021-04-12,66,Sequisha,2474
2021-04-12,68,syn4ack,2072
2021-04-12,69,Sliggytv,2406
2021-04-12,70,AdrianaChechik_,2408
2021-04-12,71,monkeys_forever,2688
2021-04-12,72,NickEh30,2606
2021-04-12,73,IKeepItTaco,2250
2021-04-12,74,w0n23,2288
2021-04-12,75,blau,2165
2021-04-12,76,HarryHesketh,2359
2021-04-12,77,SmiteGame,1891
2021-04-12,78,Scarra,2508
2021-04-12,79,Granny,2069
2021-04-12,80,Zemie,2115
2021-04-12,81,StaysafeTV,2251
2021-04-12,82,Jay3,2509
2021-04-12,83,SlotsMarko,2019
2021-04-12,84,CodeMiko,1835
2021-04-12,85,akaNemsko,1815
2021-04-12,86,Sommerset,1684
2021-04-12,87,Rustage_,1795
2021-04-12,88,MurderCrumpet,1914
2021-04-12,89,hpduketv,2040
2021-04-12,90,KarasMai,1950
2021-04-12,91,humzh,1539
2021-04-12,92,MeatiHS,1697
2021-04-12,93,Prestivent,1692
2021-04-12,94,Chica,1742
2021-04-12,95,DooleyNotedGaming,1936
2021-04-12,96,Linkus7,1825
2021-04-12,98,Dratnos,1574
2021-04-12,99,GEEGA,1618
2021-04-13,1,xQc,61576
2021-04-13,2,tarik,53422
2021-04-13,3,HasanAbi,31808
2021-04-13,4,NICKMERCS,31283
2021-04-13,5,TSM_ImperialHal,25603
2021-04-13,7,NiceWigg,20079
2021-04-13,8,zackrawrr,20844
2021-04-13,9,Emiru,19049
2021-04-13,10,VALORANT_Americas,18792
2021-04-13,11,playapex,16215
2021-04-13,12,Jynxzi,14868
2021-04-13,13,PENTA,14214
2021-04-13,14,MOONMOON,14312
2021-04-13,15,CDawgVA,10963
2021-04-13,16,Clix,14791
2021-04-13,17,summit1g,12015
2021-04-13,18,shroud,8994
2021-04-13,19,Foolish_Gamers,12501
2021-04-13,20,Flight23white,7557
2021-04-13,21,LVNDMARK,9002
2021-04-13,22,Grubby,6532
2021-04-13,23,Shotzzy,8354
2021-04-13,24,Agent00,6031
2021-04-13,25,Tectone,6020
2021-04-13,26,AMOURANTH,5747
2021-04-13,27,watchmeblink,5439
2021-04-13,28,koil,3704
2021-04-13,29,The_Happy_Hob,5667
2021-04-13,30,BrawlStars,4033
2021-04-13,31,Dkayed,4135
2021-04-13,33,vedal987,4199
2021-04-13,34,TeamfightTactics,4347
2021-04-13,35,fl0m,4150
2021-04-13,36,A_Seagull,3891
2021-04-13,37,erobb221,5510
2021-04-13,38,Cohh,4481
2021-04-13,39,alpharad,4151
2021-04-13,40,Mathil1,4048
2021-04-13,41,HisWattson,4767
2021-04-13,42,LVTHalo,3046
2021-04-13,43,HusKerrs,4234
2021-04-13,44,reneesrealm,3824
2021-04-13,45,Ray,3506
2021-04-13,46,zwebackhd,3307
2021-04-13,47,iateyourpie,3507
2021-04-13,48,RaiseYourEdge,3050
2021-04-13,49,AmazonMusic,10114
2021-04-13,50,Pieface23,2900
2021-04-13,51,setsukotft,3307
2021-04-13,52,Bawkbasoup,3370
2021-04-13,53,solarbacca,2632
2021-04-13,54,RealzBlueWater,2929
2021-04-13,55,CoconutB,2950
2021-04-13,56,itsBenAndKaren,3268
2021-04-13,58,RetalsRL,3534
2021-04-13,59,KYR_SP33DY,3115
2021-04-13,60,Beaulo,2550
2021-04-13,61,Atrioc,2798
2021-04-13,62,BadBoyHalo,3837
2021-04-13,63,Lacari,2562
2021-04-13,64,buckefps,1535
2021-04-13,65,WorldofWarships,2392
2021-04-13,66,Sequisha,2474
2021-04-13,68,syn4ack,2072
2021-04-13,69,Sliggytv,2406
2021-04-13,70,AdrianaChechik_,2408
2021-04-13,71,monkeys_forever,2688
2021-04-13,72,NickEh30,2606
2021-04-13,73,IKeepItTaco,2250
2021-04-13,74,w0n23,2288
2021-04-13,75,blau,2165
2021-04-13,76,HarryHesketh,2359
2021-04-13,77,SmiteGame,1891
2021-04-13,78,Scarra,2508
2021-04-13,79,Granny,2069
2021-04-13,80,Zemie,2115
2021-04-13,81,StaysafeTV,2251
2021-04-13,82,Jay3,2509
2021-04-13,83,SlotsMarko,2019
2021-04-13,84,CodeMiko,1835
2021-04-13,85,akaNemsko,1815
2021-04-13,86,Sommerset,1684
2021-04-13,87,Rustage_,1795
2021-04-13,88,MurderCrumpet,1914
2021-04-13,89,hpduketv,2040
2021-04-13,90,KarasMai,1950
2021-04-13,91,humzh,1539
2021-04-13,92,MeatiHS,1697
2021-04-13,93,Prestivent,1692
2021-04-13,94,Chica,1742
2021-04-13,95,DooleyNotedGaming,1936
2021-04-13,96,Linkus7,1825
2021-04-13,98,Dratnos,1574
2021-04-13,99,GEEGA,1618
2021-04-14,1,xQc,61576
2021-04-14,2,tarik,53422
2021-04-14,3,HasanAbi,31808
2021-04-14,4,NICKMERCS,31283
2021-04-14,5,TSM_ImperialHal,25603
2021-04-14,7,NiceWigg,20079
2021-04-14,8,zackrawrr,20844
2021-04-14,9,Emiru,19049
2021-04-14,10,VALORANT_Americas,18792
2021-04-14,11,playapex,16215
2021-04-14,12,Jynxzi,14868
2021-04-14,13,PENTA,14214
2021-04-14,14,MOONMOON,14312
2021-04-14,15,CDawgVA,10963
2021-04-14,16,Clix,14791
2021-04-14,17,summit1g,12015
2021-04-14,18,shroud,8994
2021-04-14,19,Foolish_Gamers,12501
2021-04-14,20,Flight23white,7557
2021-04-14,21,LVNDMARK,9002
2021-04-14,22,Grubby,6532
2021-04-14,23,Shotzzy,8354
2021-04-14,24,Agent00,6031
2021-04-14,25,Tectone,6020
2021-04-14,26,AMOURANTH,5747
2021-04-14,27,watchmeblink,5439
2021-04-14,28,koil,3704
2021-04-14,29,The_Happy_Hob,5667
2021-04-14,30,BrawlStars,4033
2021-04-14,31,Dkayed,4135
2021-04-14,33,vedal987,4199
2021-04-14,34,TeamfightTactics,4347
2021-04-14,35,fl0m,4150
2021-04-14,36,A_Seagull,3891
2021-04-14,37,erobb221,5510
2021-04-14,38,Cohh,4481
2021-04-14,39,alpharad,4151
2021-04-14,40,Mathil1,4048
2021-04-14,41,HisWattson,4767
2021-04-14,42,LVTHalo,3046
2021-04-14,43,HusKerrs,4234
2021-04-14,44,reneesrealm,3824
2021-04-14,45,Ray,3506
2021-04-14,46,zwebackhd,3307
2021-04-14,47,iateyourpie,3507
2021-04-14,48,RaiseYourEdge,3050
2021-04-14,49,AmazonMusic,10114
2021-04-14,50,Pieface23,2900
2021-04-14,51,setsukotft,3307
2021-04-14,52,Bawkbasoup,3370
2021-04-14,53,solarbacca,2632
2021-04-14,54,RealzBlueWater,2929
2021-04-14,55,CoconutB,2950
2021-04-14,56,itsBenAndKaren,3268
2021-04-14,58,RetalsRL,3534
2021-04-14,59,KYR_SP33DY,3115
2021-04-14,60,Beaulo,2550
2021-04-14,61,Atrioc,2798
2021-04-14,62,BadBoyHalo,3837
2021-04-14,63,Lacari,2562
2021-04-14,64,buckefps,1535
2021-04-14,65,WorldofWarships,2392
2021-04-14,66,Sequisha,2474
2021-04-14,68,syn4ack,2072
2021-04-14,69,Sliggytv,2406
2021-04-14,70,AdrianaChechik_,2408
2021-04-14,71,monkeys_forever,2688
2021-04-14,72,NickEh30,2606
2021-04-14,73,IKeepItTaco,2250
2021-04-14,74,w0n23,2288
2021-04-14,75,blau,2165
2021-04-14,76,HarryHesketh,2359
2021-04-14,77,SmiteGame,1891
2021-04-14,78,Scarra,2508
2021-04-14,79,Granny,2069
2021-04-14,80,Zemie,2115
2021-04-14,81,StaysafeTV,2251
2021-04-14,82,Jay3,2509
2021-04-14,83,SlotsMarko,2019
2021-04-14,84,CodeMiko,1835
2021-04-14,85,akaNemsko,1815
2021-04-14,86,Sommerset,1684
2021-04-14,87,Rustage_,1795
2021-04-14,88,MurderCrumpet,1914
2021-04-14,89,hpduketv,2040
2021-04-14,90,KarasMai,1950
2021-04-14,91,humzh,1539
2021-04-14,92,MeatiHS,1697
2021-04-14,93,Prestivent,1692
2021-04-14,94,Chica,1742
2021-04-14,95,DooleyNotedGaming,1936
2021-04-14,96,Linkus7,1825
2021-04-14,98,Dratnos,1574
2021-04-14,99,GEEGA,1618
2021-04-15,1,xQc,61576
2021-04-15,2,tarik,53422
2021-04-15,3,HasanAbi,31808
2021-04-15,4,NICKMERCS,31283
2021-04-15,5,TSM_ImperialHal,25603
2021-04-15,7,NiceWigg,20079
2021-04-15,8,zackrawrr,20844
2021-04-15,9,Emiru,19049
2021-04-15,10,VALORANT_Americas,18792
2021-04-15,11,playapex,16215
2021-04-15,12,Jynxzi,14868
2021-04-15,13,PENTA,14214
2021-04-15,14,MOONMOON,14312
2021-04-15,15,CDawgVA,10963
2021-04-15,16,Clix,14791
2021-04-15,17,summit1g,12015
2021-04-15,18,shroud,8994
2021-04-15,19,Foolish_Gamers,12501
2021-04-15,20,Flight23white,7557
2021-04-15,21,LVNDMARK,9002
2021-04-15,22,Grubby,6532
2021-04-15,23,Shotzzy,8354
2021-04-15,24,Agent00,6031
2021-04-15,25,Tectone,6128
2021-04-15,26,AMOURANTH,5440
2021-04-15,27,watchmeblink,5505
2021-04-15,28,koil,3704
2021-04-15,29,The_Happy_Hob,5667
2021-04-15,30,BrawlStars,4033
2021-04-15,31,Dkayed,3908
2021-04-15,33,vedal987,4199
2021-04-15,34,TeamfightTactics,4347
2021-04-15,35,fl0m,4150
2021-04-15,36,A_Seagull,3891
2021-04-15,37,erobb221,5599
2021-04-15,38,Cohh,4481
2021-04-15,39,alpharad,4052
2021-04-15,40,Mathil1,4048
2021-04-15,41,HisWattson,4767
2021-04-15,42,LVTHalo,3046
2021-04-15,43,HusKerrs,4234
2021-04-15,44,reneesrealm,3893
2021-04-15,45,Ray,3506
2021-04-15,46,zwebackhd,3307
2021-04-15,47,iateyourpie,3507
2021-04-15,48,RaiseYourEdge,3082
2021-04-15,49,AmazonMusic,10114
2021-04-15,50,Pieface23,2900
2021-04-15,51,setsukotft,3307
2021-04-15,52,Bawkbasoup,3451
2021-04-15,53,solarbacca,2588
2021-04-15,54,RealzBlueWater,2854
2021-04-15,55,CoconutB,2950
2021-04-15,56,itsBenAndKaren,3268
2021-04-15,58,RetalsRL,3534
2021-04-15,59,KYR_SP33DY,3115
2021-04-15,60,Beaulo,2550
2021-04-15,61,Atrioc,2939
2021-04-15,62,BadBoyHalo,4406
2021-04-15,63,Lacari,2562
2021-04-15,64,buckefps,1535
2021-04-15,65,WorldofWarships,2344
2021-04-15,66,Sequisha,2474
2021-04-15,68,syn4ack,2072
2021-04-15,69,Sliggytv,2406
2021-04-15,70,AdrianaChechik_,2408
2021-04-15,71,monkeys_forever,2688
2021-04-15,72,NickEh30,2606
2021-04-15,73,IKeepItTaco,2250
2021-04-15,74,w0n23,2288
2021-04-15,75,blau,2165
2021-04-15,76,HarryHesketh,2359
2021-04-15,77,SmiteGame,1891
2021-04-15,78,Scarra,2508
2021-04-15,79,Granny,2069
2021-04-15,80,Zemie,2115
2021-04-15,81,StaysafeTV,2251
2021-04-15,82,Jay3,2509
2021-04-15,83,SlotsMarko,2019
2021-04-15,84,CodeMiko,1800
2021-04-15,85,akaNemsko,1815
2021-04-15,86,Sommerset,1684
2021-04-15,87,Rustage_,1795
2021-04-15,88,MurderCrumpet,1914
2021-04-15,89,hpduketv,2040
2021-04-15,90,KarasMai,2123
2021-04-15,91,humzh,1539
2021-04-15,92,MeatiHS,1697
2021-04-15,93,Prestivent,1692
2021-04-15,94,Chica,1742
2021-04-15,95,DooleyNotedGaming,1936
2021-04-15,96,Linkus7,1806
2021-04-15,98,Dratnos,1574
2021-04-15,99,GEEGA,1618
2021-04-16,1,xQc,61576
2021-04-16,2,tarik,53422
2021-04-16,3,HasanAbi,31808
2021-04-16,4,NICKMERCS,31283
2021-04-16,5,TSM_ImperialHal,26078
2021-04-16,7,NiceWigg,20079
2021-04-16,8,zackrawrr,20844
2021-04-16,9,Emiru,19049
2021-04-16,10,VALORANT_Americas,18792
2021-04-16,11,playapex,16215
2021-04-16,12,Jynxzi,14868
2021-04-16,13,PENTA,14214
2021-04-16,14,MOONMOON,14312
2021-04-16,15,CDawgVA,10963
2021-04-16,16,Clix,14791
2021-04-16,17,summit1g,12015
2021-04-16,18,shroud,8994
2021-04-16,19,Foolish_Gamers,12501
2021-04-16,20,Flight23white,7557
2021-04-16,21,LVNDMARK,9002
2021-04-16,22,Grubby,6532
2021-04-16,23,Shotzzy,8354
2021-04-16,24,Agent00,6031
2021-04-16,25,Tectone,6128
2021-04-16,26,AMOURANTH,5440
2021-04-16,27,watchmeblink,5505
2021-04-16,28,koil,3704
2021-04-16,29,The_Happy_Hob,5667
2021-04-16,30,BrawlStars,4033
2021-04-16,31,Dkayed,3908
2021-04-16,33,vedal987,4199
2021-04-16,34,TeamfightTactics,4347
2021-04-16,35,fl0m,4150
2021-04-16,36,A_Seagull,3891
2021-04-16,37,erobb221,5599
2021-04-16,38,Cohh,4481
2021-04-16,39,alpharad,4052
2021-04-16,40,Mathil1,4048
2021-04-16,41,HisWattson,4767
2021-04-16,42,LVTHalo,3046
2021-04-16,43,HusKerrs,4234
2021-04-16,44,reneesrealm,3893
2021-04-16,45,Ray,3506
2021-04-16,46,zwebackhd,3307
2021-04-16,47,iateyourpie,3507
2021-04-16,48,RaiseYourEdge,3082
2021-04-16,49,AmazonMusic,10114
2021-04-16,50,Pieface23,2900
2021-04-16,51,setsukotft,3307
2021-04-16,52,Bawkbasoup,3451
2021-04-16,53,solarbacca,2588
2021-04-16,54,RealzBlueWater,2854
2021-04-16,55,CoconutB,2950
2021-04-16,56,itsBenAndKaren,3268
2021-04-16,58,RetalsRL,3534
2021-04-16,59,KYR_SP33DY,3115
2021-04-16,60,Beaulo,2550
2021-04-16,61,Atrioc,2939
2021-04-16,62,BadBoyHalo,4406
2021-04-16,63,Lacari,2562
2021-04-16,64,buckefps,1535
2021-04-16,65,WorldofWarships,2344
2021-04-16,66,Sequisha,2474
2021-04-16,68,syn4ack,2072
2021-04-16,69,Sliggytv,2406
2021-04-16,70,AdrianaChechik_,2408
2021-04-16,71,monkeys_forever,2688
2021-04-16,72,NickEh30,2606
2021-04-16,73,IKeepItTaco,2250
2021-04-16,74,w0n23,2288
2021-04-16,75,blau,2165
2021-04-16,76,HarryHesketh,2359
2021-04-16,77,SmiteGame,1891
2021-04-16,78,Scarra,2508
2021-04-16,79,Granny,2069
2021-04-16,80,Zemie,2115
2021-04-16,81,StaysafeTV,2251
2021-04-16,82,Jay3,2509
2021-04-16,83,SlotsMarko,2019
2021-04-16,84,CodeMiko,1800
2021-04-16,85,akaNemsko,1815
2021-04-16,86,Sommerset,1684
2021-04-16,87,Rustage_,1795
2021-04-16,88,MurderCrumpet,1914
2021-04-16,89,hpduketv,2040
2021-04-16,90,KarasMai,2123
2021-04-16,91,humzh,1539
2021-04-16,92,MeatiHS,1697
2021-04-16,93,Prestivent,1692
2021-04-16,94,Chica,1742
2021-04-16,95,DooleyNotedGaming,1936
2021-04-16,96,Linkus7,1806
2021-04-16,98,Dratnos,1574
2021-04-16,99,GEEGA,1618
2021-04-17,1,xQc,61576
2021-04-17,2,tarik,53422
2021-04-17,3,HasanAbi,31808
2021-04-17,4,NICKMERCS,31283
2021-04-17,5,TSM_ImperialHal,26078
2021-04-17,7,NiceWigg,20079
2021-04-17,8,zackrawrr,20844
2021-04-17,9,Emiru,19049
2021-04-17,10,VALORANT_Americas,18792
2021-04-17,11,playapex,16215
2021-04-17,12,Jynxzi,14868
2021-04-17,13,PENTA,14214
2021-04-17,14,MOONMOON,14312
2021-04-17,15,CDawgVA,10963
2021-04-17,16,Clix,14791
2021-04-17,17,summit1g,12015
2021-04-17,18,shroud,8994
2021-04-17,19,Foolish_Gamers,12501
2021-04-17,20,Flight23white,7557
2021-04-17,21,LVNDMARK,9002
2021-04-17,22,Grubby,6532
2021-04-17,23,Shotzzy,8354
2021-04-17,24,Agent00,6031
2021-04-17,25,Tectone,6128
2021-04-17,26,AMOURANTH,5440
2021-04-17,27,watchmeblink,5505
2021-04-17,28,koil,3704
2021-04-17,29,The_Happy_Hob,5667
2021-04-17,30,BrawlStars,4033
2021-04-17,31,Dkayed,3908
2021-04-17,33,vedal987,4199
2021-04-17,34,TeamfightTactics,4347
2021-04-17,35,fl0m,4150
2021-04-17,36,A_Seagull,3891
2021-04-17,37,erobb221,5599
2021-04-17,38,Cohh,4481
2021-04-17,39,alpharad,4052
2021-04-17,40,Mathil1,4048
2021-04-17,41,HisWattson,4767
2021-04-17,42,LVTHalo,3046
2021-04-17,43,HusKerrs,4234
2021-04-17,44,reneesrealm,3893
2021-04-17,45,Ray,3506
2021-04-17,46,zwebackhd,3307
2021-04-17,47,iateyourpie,3507
2021-04-17,48,RaiseYourEdge,3082
2021-04-17,49,AmazonMusic,10114
2021-04-17,50,Pieface23,2900
2021-04-17,51,setsukotft,3307
2021-04-17,52,Bawkbasoup,3451
2021-04-17,53,solarbacca,2588
2021-04-17,54,RealzBlueWater,2854
2021-04-17,55,CoconutB,2950
2021-04-17,56,itsBenAndKaren,3268
2021-04-17,58,RetalsRL,3534
2021-04-17,59,KYR_SP33DY,3115
2021-04-17,60,Beaulo,2550
2021-04-17,61,Atrioc,2939
2021-04-17,62,BadBoyHalo,4406
2021-04-17,63,Lacari,2562
2021-04-17,64,buckefps,1535
2021-04-17,65,WorldofWarships,2344
2021-04-17,66,Sequisha,2474
2021-04-17,68,syn4ack,2072
2021-04-17,69,Sliggytv,2406
2021-04-17,70,AdrianaChechik_,2408
2021-04-17,71,monkeys_forever,2688
2021-04-17,72,NickEh30,2606
2021-04-17,73,IKeepItTaco,2250
2021-04-17,74,w0n23,2288
2021-04-17,75,blau,2165
2021-04-17,76,HarryHesketh,2359
2021-04-17,77,SmiteGame,1891
2021-04-17,78,Scarra,2508
2021-04-17,79,Granny,2069
2021-04-17,80,Zemie,2115
2021-04-17,81,StaysafeTV,2251
2021-04-17,82,Jay3,2509
2021-04-17,83,SlotsMarko,2019
2021-04-17,84,CodeMiko,1800
2021-04-17,85,akaNemsko,1815
2021-04-17,86,Sommerset,1684
2021-04-17,87,Rustage_,1795
2021-04-17,88,MurderCrumpet,1914
2021-04-17,89,hpduketv,2040
2021-04-17,90,KarasMai,2123
2021-04-17,91,humzh,1539
2021-04-17,92,MeatiHS,1697
2021-04-17,93,Prestivent,1692
2021-04-17,94,Chica,1742
2021-04-17,95,DooleyNotedGaming,1936
2021-04-17,96,Linkus7,1806
2021-04-17,98,Dratnos,1574
2021-04-17,99,GEEGA,1618
2021-04-18,1,xQc,61576
2021-04-18,2,tarik,53422
2021-04-18,3,HasanAbi,31808
2021-04-18,4,NICKMERCS,31283
2021-04-18,5,TSM_ImperialHal,26078
2021-04-18,7,NiceWigg,20079
2021-04-18,8,zackrawrr,20844
2021-04-18,9,Emiru,19049
2021-04-18,10,VALORANT_Americas,18792
2021-04-18,11,playapex,16215
2021-04-18,12,Jynxzi,14868
2021-04-18,13,PENTA,14214
2021-04-18,14,MOONMOON,14312
2021-04-18,15,CDawgVA,10963
2021-04-18,16,Clix,14791
2021-04-18,17,summit1g,12015
2021-04-18,18,shroud,8994
2021-04-18,19,Foolish_Gamers,12501
2021-04-18,20,Flight23white,7557
2021-04-18,21,LVNDMARK,9002
2021-04-18,22,Grubby,6532
2021-04-18,23,Shotzzy,8354
2021-04-18,24,Agent00,6031
2021-04-18,25,Tectone,6128
2021-04-18,26,AMOURANTH,5440
2021-04-18,27,watchmeblink,5505
2021-04-18,28,koil,3704
2021-04-18,29,The_Happy_Hob,5667
2021-04-18,30,BrawlStars,4033
2021-04-18,31,Dkayed,3908
2021-04-18,33,vedal987,4199
2021-04-18,34,TeamfightTactics,4347
2021-04-18,35,fl0m,4150
2021-04-18,36,A_Seagull,3891
2021-04-18,37,erobb221,5599
2021-04-18,38,Cohh,4481
2021-04-18,39,alpharad,4052
2021-04-18,40,Mathil1,4048
2021-04-18,41,HisWattson,4767
2021-04-18,42,LVTHalo,2912
2021-04-18,43,HusKerrs,4234
2021-04-18,44,reneesrealm,3893
2021-04-18,45,Ray,3506
2021-04-18,46,zwebackhd,3307
2021-04-18,47,iateyourpie,3507
2021-04-18,48,RaiseYourEdge,3082
2021-04-18,49,AmazonMusic,10114
2021-04-18,50,Pieface23,2900
2021-04-18,51,setsukotft,3307
2021-04-18,52,Bawkbasoup,3451
2021-04-18,53,solarbacca,2588
2021-04-18,54,RealzBlueWater,2854
2021-04-18,55,CoconutB,2981
2021-04-18,56,itsBenAndKaren,3268
2021-04-18,58,RetalsRL,3534
2021-04-18,59,KYR_SP33DY,3115
2021-04-18,60,Beaulo,2550
2021-04-18,61,Atrioc,2939
2021-04-18,62,BadBoyHalo,4406
2021-04-18,63,Lacari,2562
2021-04-18,64,buckefps,1608
2021-04-18,65,WorldofWarships,2344
2021-04-18,66,Sequisha,2474
2021-04-18,68,syn4ack,2072
2021-04-18,69,Sliggytv,2406
2021-04-18,70,AdrianaChechik_,2408
2021-04-18,71,monkeys_forever,2688
2021-04-18,72,NickEh30,2746
2021-04-18,73,IKeepItTaco,2250
2021-04-18,74,w0n23,2263
2021-04-18,75,blau,2165
2021-04-18,76,HarryHesketh,2295
2021-04-18,77,SmiteGame,1891
2021-04-18,78,Scarra,2508
2021-04-18,79,Granny,2069
2021-04-18,80,Zemie,2115
2021-04-18,81,StaysafeTV,2251
2021-04-18,82,Jay3,2509
2021-04-18,83,SlotsMarko,2019
2021-04-18,84,CodeMiko,1800
2021-04-18,85,akaNemsko,1815
2021-04-18,86,Sommerset,1657
2021-04-18,87,Rustage_,1795
2021-04-18,88,MurderCrumpet,1914
2021-04-18,89,hpduketv,2040
2021-04-18,90,KarasMai,2123
2021-04-18,91,humzh,1539
2021-04-18,92,MeatiHS,1697
2021-04-18,93,Prestivent,1692
2021-04-18,94,Chica,1742
2021-04-18,95,DooleyNotedGaming,1899
2021-04-18,96,Linkus7,1806
2021-04-18,98,Dratnos,1470
2021-04-18,99,GEEGA,1618
2021-04-19,1,xQc,62783
2021-04-19,2,tarik,54182
2021-04-19,3,HasanAbi,31808
2021-04-19,4,NICKMERCS,28866
2021-04-19,5,TSM_ImperialHal,26078
2021-04-19,7,NiceWigg,20532
2021-04-19,8,zackrawrr,20844
