date,rank,username,viewer_count
2021-05-11,28,koil,3434
2021-05-11,29,The_Happy_Hob,5195
2021-05-11,30,BrawlStars,3733
2021-05-11,31,Dkayed,3908
2021-05-11,33,vedal987,3982
2021-05-11,34,TeamfightTactics,4419
2021-05-11,35,fl0m,4020
2021-05-11,36,A_Seagull,3767
2021-05-11,37,erobb221,5524
2021-05-11,38,Cohh,4073
2021-05-11,39,alpharad,4175
2021-05-11,40,Mathil1,4106
2021-05-11,41,HisWattson,4027
2021-05-11,42,LVTHalo,2834
2021-05-11,43,HusKerrs,4329
2021-05-11,44,reneesrealm,4125
2021-05-11,45,Ray,3519
2021-05-11,46,zwebackhd,3307
2021-05-11,47,iateyourpie,3559
2021-05-11,48,RaiseYourEdge,3114
2021-05-11,49,AmazonMusic,3224
2021-05-11,50,Pieface23,2942
2021-05-11,51,setsukotft,3387
2021-05-11,52,Bawkbasoup,3463
2021-05-11,53,solarbacca,2552
2021-05-11,54,RealzBlueWater,2809
2021-05-11,55,CoconutB,2981
2021-05-11,56,itsBenAndKaren,3211
2021-05-11,58,RetalsRL,3634
2021-05-11,59,KYR_SP33DY,3172
2021-05-11,60,Beaulo,2480
2021-05-11,61,Atrioc,2855
2021-05-11,62,BadBoyHalo,6381
2021-05-11,63,Lacari,2426
2021-05-11,64,buckefps,3783
2021-05-11,65,WorldofWarships,2313
2021-05-11,66,Sequisha,2479
2021-05-11,68,syn4ack,1956
2021-05-11,69,Sliggytv,2540
2021-05-11,70,AdrianaChechik_,2337
2021-05-11,71,monkeys_forever,2629
2021-05-11,72,NickEh30,2777
2021-05-11,73,IKeepItTaco,2208
2021-05-11,74,w0n23,2263
2021-05-11,75,blau,2425
2021-05-11,76,HarryHesketh,2516
2021-05-11,77,SmiteGame,1319
2021-05-11,78,Scarra,2674
2021-05-11,79,Granny,2060
2021-05-11,80,Zemie,1878
2021-05-11,81,StaysafeTV,2220
2021-05-11,82,Jay3,2642
2021-05-11,83,SlotsMarko,2019
2021-05-11,84,CodeMiko,1720
2021-05-11,85,akaNemsko,1936
2021-05-11,86,Sommerset,1598
2021-05-11,88,MurderCrumpet,1891
2021-05-11,89,hpduketv,2106
2021-05-11,90,KarasMai,2151
2021-05-11,91,humzh,1478
2021-05-11,92,MeatiHS,1739
2021-05-11,93,Prestivent,1809
2021-05-11,94,Chica,1737
2021-05-11,95,DooleyNotedGaming,1930
2021-05-11,96,Linkus7,1877
2021-05-11,98,Dratnos,1507
2021-05-11,99,GEEGA,1560
2021-05-12,1,xQc,64383
2021-05-12,2,tarik,55056
2021-05-12,3,HasanAbi,31005
2021-05-12,4,NICKMERCS,29579
2021-05-12,5,TSM_ImperialHal,24683
2021-05-12,7,NiceWigg,20110
2021-05-12,8,zackrawrr,21363
2021-05-12,9,Emiru,19049
2021-05-12,10,VALORANT_Americas,19103
2021-05-12,11,playapex,16191
2021-05-12,12,Jynxzi,14300
2021-05-12,13,PENTA,14249
2021-05-12,14,MOONMOON,14482
2021-05-12,15,CDawgVA,10828
2021-05-12,16,Clix,14349
2021-05-12,17,summit1g,12277
2021-05-12,18,shroud,9008
2021-05-12,19,Foolish_Gamers,11339
2021-05-12,20,Flight23white,6709
2021-05-12,21,LVNDMARK,9118
2021-05-12,22,Grubby,6538
2021-05-12,23,Shotzzy,8625
2021-05-12,24,Agent00,6031
2021-05-12,25,Tectone,7710
2021-05-12,26,AMOURANTH,5718
2021-05-12,27,watchmeblink,5425
2021-05-12,28,koil,3434
2021-05-12,29,The_Happy_Hob,5195
2021-05-12,30,BrawlStars,3733
2021-05-12,31,Dkayed,3908
2021-05-12,33,vedal987,3982
2021-05-12,34,TeamfightTactics,4419
2021-05-12,35,fl0m,4020
2021-05-12,36,A_Seagull,3767
2021-05-12,37,erobb221,5524
2021-05-12,38,Cohh,4073
2021-05-12,39,alpharad,4175
2021-05-12,40,Mathil1,4106
2021-05-12,41,HisWattson,4027
2021-05-12,42,LVTHalo,2834
2021-05-12,43,HusKerrs,4329
2021-05-12,44,reneesrealm,4125
2021-05-12,45,Ray,3519
2021-05-12,46,zwebackhd,3307
2021-05-12,47,iateyourpie,3559
2021-05-12,48,RaiseYourEdge,3114
2021-05-12,49,AmazonMusic,3224
2021-05-12,50,Pieface23,2942
2021-05-12,51,setsukotft,3387
2021-05-12,52,Bawkbasoup,3463
2021-05-12,53,solarbacca,2552
2021-05-12,54,RealzBlueWater,2809
2021-05-12,55,CoconutB,2981
2021-05-12,56,itsBenAndKaren,3211
2021-05-12,58,RetalsRL,3634
2021-05-12,59,KYR_SP33DY,3172
2021-05-12,60,Beaulo,2480
2021-05-12,61,Atrioc,2855
2021-05-12,62,BadBoyHalo,6381
2021-05-12,63,Lacari,2426
2021-05-12,64,buckefps,3783
2021-05-12,65,WorldofWarships,2313
2021-05-12,66,Sequisha,2479
2021-05-12,68,syn4ack,1956
2021-05-12,69,Sliggytv,2540
2021-05-12,70,AdrianaChechik_,2337
2021-05-12,71,monkeys_forever,2629
2021-05-12,72,NickEh30,2777
2021-05-12,73,IKeepItTaco,2208
2021-05-12,74,w0n23,2263
2021-05-12,75,blau,2425
2021-05-12,76,HarryHesketh,2516
2021-05-12,77,SmiteGame,1319
2021-05-12,78,Scarra,2674
2021-05-12,79,Granny,2060
2021-05-12,80,Zemie,1878
2021-05-12,81,StaysafeTV,2220
2021-05-12,82,Jay3,2642
2021-05-12,83,SlotsMarko,2019
2021-05-12,84,CodeMiko,1720
2021-05-12,85,akaNemsko,1936
2021-05-12,86,Sommerset,1598
2021-05-12,88,MurderCrumpet,1891
2021-05-12,89,hpduketv,2106
2021-05-12,90,KarasMai,2151
2021-05-12,91,humzh,1478
2021-05-12,92,MeatiHS,1739
2021-05-12,93,Prestivent,1809
2021-05-12,94,Chica,1737
2021-05-12,95,DooleyNotedGaming,1930
2021-05-12,96,Linkus7,1877
2021-05-12,98,Dratnos,1507
2021-05-12,99,GEEGA,1560
2021-05-13,1,xQc,64383
2021-05-13,2,tarik,55056
2021-05-13,3,HasanAbi,31005
2021-05-13,4,NICKMERCS,29579
2021-05-13,5,TSM_ImperialHal,24683
2021-05-13,7,NiceWigg,20110
2021-05-13,8,zackrawrr,21363
2021-05-13,9,Emiru,19049
2021-05-13,10,VALORANT_Americas,19103
2021-05-13,11,playapex,16191
2021-05-13,12,Jynxzi,14300
2021-05-13,13,PENTA,14249
2021-05-13,14,MOONMOON,14482
2021-05-13,15,CDawgVA,10828
2021-05-13,16,Clix,14349
2021-05-13,17,summit1g,12551
2021-05-13,18,shroud,9008
2021-05-13,19,Foolish_Gamers,11339
2021-05-13,20,Flight23white,6709
2021-05-13,21,LVNDMARK,9268
2021-05-13,22,Grubby,6538
2021-05-13,23,Shotzzy,8625
2021-05-13,24,Agent00,6031
2021-05-13,25,Tectone,7710
2021-05-13,26,AMOURANTH,5812
2021-05-13,27,watchmeblink,5425
2021-05-13,28,koil,3434
2021-05-13,29,The_Happy_Hob,5195
2021-05-13,30,BrawlStars,3733
2021-05-13,31,Dkayed,3832
2021-05-13,33,vedal987,3982
2021-05-13,34,TeamfightTactics,4489
2021-05-13,35,fl0m,4020
2021-05-13,36,A_Seagull,3767
2021-05-13,37,erobb221,5524
2021-05-13,38,Cohh,4073
2021-05-13,39,alpharad,3957
2021-05-13,40,Mathil1,4150
2021-05-13,41,HisWattson,4027
2021-05-13,42,LVTHalo,2897
2021-05-13,43,HusKerrs,4076
2021-05-13,44,reneesrealm,3920
2021-05-13,45,Ray,3519
2021-05-13,46,zwebackhd,3307
2021-05-13,47,iateyourpie,3559
2021-05-13,48,RaiseYourEdge,3114
2021-05-13,49,AmazonMusic,3224
2021-05-13,50,Pieface23,2912
2021-05-13,51,setsukotft,3387
2021-05-13,52,Bawkbasoup,3463
2021-05-13,53,solarbacca,2552
2021-05-13,54,RealzBlueWater,2894
2021-05-13,55,CoconutB,3255
2021-05-13,56,itsBenAndKaren,3291
2021-05-13,58,RetalsRL,3574
2021-05-13,59,KYR_SP33DY,3172
2021-05-13,60,Beaulo,2480
2021-05-13,61,Atrioc,2929
2021-05-13,62,BadBoyHalo,6381
2021-05-13,63,Lacari,2426
2021-05-13,64,buckefps,3783
2021-05-13,65,WorldofWarships,2313
2021-05-13,66,Sequisha,2479
2021-05-13,68,syn4ack,1956
2021-05-13,69,Sliggytv,2540
2021-05-13,70,AdrianaChechik_,2337
2021-05-13,71,monkeys_forever,2676
2021-05-13,72,NickEh30,2777
2021-05-13,73,IKeepItTaco,2183
2021-05-13,74,w0n23,2263
2021-05-13,75,blau,2425
2021-05-13,76,HarryHesketh,2571
2021-05-13,77,SmiteGame,1319
2021-05-13,78,Scarra,2674
2021-05-13,79,Granny,2060
2021-05-13,80,Zemie,1878
2021-05-13,81,StaysafeTV,2220
2021-05-13,82,Jay3,2642
2021-05-13,83,SlotsMarko,2019
2021-05-13,84,CodeMiko,1720
2021-05-13,85,akaNemsko,1936
2021-05-13,86,Sommerset,1640
2021-05-13,88,MurderCrumpet,1891
2021-05-13,89,hpduketv,2106
2021-05-13,90,KarasMai,2151
2021-05-13,91,humzh,1478
2021-05-13,92,MeatiHS,1739
2021-05-13,93,Prestivent,1809
2021-05-13,94,Chica,1737
2021-05-13,95,DooleyNotedGaming,1930
2021-05-13,96,Linkus7,1877
2021-05-13,98,Dratnos,1507
2021-05-13,99,GEEGA,1560
2021-05-14,1,xQc,65292
2021-05-14,2,tarik,55056
2021-05-14,3,HasanAbi,31573
2021-05-14,4,NICKMERCS,28428
2021-05-14,5,TSM_ImperialHal,24683
2021-05-14,7,NiceWigg,19283
2021-05-14,8,zackrawrr,21363
2021-05-14,9,Emiru,19049
2021-05-14,10,VALORANT_Americas,18894
2021-05-14,11,playapex,16191
2021-05-14,12,Jynxzi,14300
2021-05-14,13,PENTA,14249
2021-05-14,14,MOONMOON,14482
2021-05-14,15,CDawgVA,10828
2021-05-14,16,Clix,14349
2021-05-14,17,summit1g,12551
2021-05-14,18,shroud,9008
2021-05-14,19,Foolish_Gamers,11339
2021-05-14,20,Flight23white,6709
2021-05-14,21,LVNDMARK,9268
2021-05-14,22,Grubby,6538
2021-05-14,23,Shotzzy,8625
2021-05-14,24,Agent00,6031
2021-05-14,25,Tectone,7710
2021-05-14,26,AMOURANTH,5812
2021-05-14,27,watchmeblink,5425
2021-05-14,28,koil,3434
2021-05-14,29,The_Happy_Hob,5195
2021-05-14,30,BrawlStars,3733
2021-05-14,31,Dkayed,3832
2021-05-14,33,vedal987,3982
2021-05-14,34,TeamfightTactics,4489
2021-05-14,35,fl0m,4020
2021-05-14,36,A_Seagull,3767
2021-05-14,37,erobb221,5524
2021-05-14,38,Cohh,4073
2021-05-14,39,alpharad,3957
2021-05-14,40,Mathil1,4150
2021-05-14,41,HisWattson,4027
2021-05-14,42,LVTHalo,2897
2021-05-14,43,HusKerrs,4076
2021-05-14,44,reneesrealm,3920
2021-05-14,45,Ray,3519
2021-05-14,46,zwebackhd,3307
2021-05-14,47,iateyourpie,3559
2021-05-14,48,RaiseYourEdge,3114
2021-05-14,49,AmazonMusic,3224
2021-05-14,50,Pieface23,2912
2021-05-14,51,setsukotft,3387
2021-05-14,52,Bawkbasoup,3463
2021-05-14,53,solarbacca,2552
2021-05-14,54,RealzBlueWater,2894
2021-05-14,55,CoconutB,3255
2021-05-14,56,itsBenAndKaren,3291
2021-05-14,58,RetalsRL,3574
2021-05-14,59,KYR_SP33DY,3172
2021-05-14,60,Beaulo,2480
2021-05-14,61,Atrioc,2929
2021-05-14,62,BadBoyHalo,6381
2021-05-14,63,Lacari,2426
2021-05-14,64,buckefps,3783
2021-05-14,65,WorldofWarships,2313
2021-05-14,66,Sequisha,2479
2021-05-14,68,syn4ack,1956
2021-05-14,69,Sliggytv,2540
2021-05-14,70,AdrianaChechik_,2337
2021-05-14,71,monkeys_forever,2676
2021-05-14,72,NickEh30,2777
2021-05-14,73,IKeepItTaco,2183
2021-05-14,74,w0n23,2263
2021-05-14,75,blau,2425
2021-05-14,76,HarryHesketh,2571
2021-05-14,77,SmiteGame,1319
2021-05-14,78,Scarra,2674
2021-05-14,79,Granny,2060
2021-05-14,80,Zemie,1878
2021-05-14,81,StaysafeTV,2220
2021-05-14,82,Jay3,2642
2021-05-14,83,SlotsMarko,2019
2021-05-14,84,CodeMiko,1720
2021-05-14,85,akaNemsko,1936
2021-05-14,86,Sommerset,1640
2021-05-14,88,MurderCrumpet,1891
2021-05-14,89,hpduketv,2106
2021-05-14,90,KarasMai,2151
2021-05-14,91,humzh,1478
2021-05-14,93,Prestivent,1809
2021-05-14,94,Chica,1737
2021-05-14,95,DooleyNotedGaming,1930
2021-05-14,96,Linkus7,1877
2021-05-14,98,Dratnos,1507
2021-05-14,99,GEEGA,1560
2021-05-15,1,xQc,65292
2021-05-15,2,tarik,55056
2021-05-15,3,HasanAbi,31573
2021-05-15,4,NICKMERCS,28428
2021-05-15,5,TSM_ImperialHal,24683
2021-05-15,7,NiceWigg,19283
2021-05-15,8,zackrawrr,21363
2021-05-15,9,Emiru,19049
2021-05-15,10,VALORANT_Americas,18894
2021-05-15,11,playapex,16191
2021-05-15,12,Jynxzi,14300
2021-05-15,13,PENTA,14249
2021-05-15,14,MOONMOON,14482
2021-05-15,15,CDawgVA,10828
2021-05-15,16,Clix,14349
2021-05-15,17,summit1g,12551
2021-05-15,18,shroud,9008
2021-05-15,19,Foolish_Gamers,11339
2021-05-15,20,Flight23white,6709
2021-05-15,21,LVNDMARK,9268
2021-05-15,22,Grubby,6538
2021-05-15,23,Shotzzy,8625
2021-05-15,24,Agent00,6031
2021-05-15,25,Tectone,7710
2021-05-15,26,AMOURANTH,5812
2021-05-15,27,watchmeblink,5425
2021-05-15,28,koil,3434
2021-05-15,29,The_Happy_Hob,5195
2021-05-15,30,BrawlStars,3733
2021-05-15,31,Dkayed,3832
2021-05-15,33,vedal987,3982
2021-05-15,34,TeamfightTactics,4489
2021-05-15,35,fl0m,4020
2021-05-15,36,A_Seagull,3767
2021-05-15,37,erobb221,5524
2021-05-15,39,alpharad,3957
2021-05-15,40,Mathil1,4150
2021-05-15,41,HisWattson,4027
2021-05-15,42,LVTHalo,2897
2021-05-15,43,HusKerrs,4076
2021-05-15,44,reneesrealm,3920
2021-05-15,45,Ray,3519
2021-05-15,46,zwebackhd,3307
2021-05-15,47,iateyourpie,3559
2021-05-15,48,RaiseYourEdge,3114
2021-05-15,49,AmazonMusic,3224
2021-05-15,50,Pieface23,2912
2021-05-15,51,setsukotft,3387
2021-05-15,52,Bawkbasoup,3463
2021-05-15,53,solarbacca,2552
2021-05-15,54,RealzBlueWater,2894
2021-05-15,55,CoconutB,3255
2021-05-15,56,itsBenAndKaren,3291
2021-05-15,58,RetalsRL,3574
2021-05-15,59,KYR_SP33DY,3172
2021-05-15,60,Beaulo,2480
2021-05-15,61,Atrioc,2929
2021-05-15,62,BadBoyHalo,6381
2021-05-15,63,Lacari,2426
2021-05-15,64,buckefps,3783
2021-05-15,65,WorldofWarships,2313
2021-05-15,66,Sequisha,2479
2021-05-15,68,syn4ack,1956
2021-05-15,69,Sliggytv,2540
2021-05-15,70,AdrianaChechik_,2337
2021-05-15,71,monkeys_forever,2676
2021-05-15,72,NickEh30,2777
2021-05-15,73,IKeepItTaco,2183
2021-05-15,74,w0n23,2263
2021-05-15,75,blau,2425
2021-05-15,76,HarryHesketh,2571
2021-05-15,77,SmiteGame,1319
2021-05-15,78,Scarra,2674
2021-05-15,79,Granny,2060
2021-05-15,80,Zemie,1878
2021-05-15,81,StaysafeTV,2220
2021-05-15,82,Jay3,2642
2021-05-15,83,SlotsMarko,2019
2021-05-15,84,CodeMiko,1720
2021-05-15,85,akaNemsko,1936
2021-05-15,86,Sommerset,1640
2021-05-15,88,MurderCrumpet,1891
2021-05-15,89,hpduketv,2106
2021-05-15,90,KarasMai,2151
2021-05-15,91,humzh,1478
2021-05-15,93,Prestivent,1809
2021-05-15,94,Chica,1737
2021-05-15,95,DooleyNotedGaming,1930
2021-05-15,96,Linkus7,1877
2021-05-15,98,Dratnos,1507
2021-05-15,99,GEEGA,1560
2021-05-16,1,xQc,65292
2021-05-16,2,tarik,55056
2021-05-16,3,HasanAbi,31573
2021-05-16,4,NICKMERCS,28428
2021-05-16,5,TSM_ImperialHal,24683
2021-05-16,7,NiceWigg,19283
2021-05-16,8,zackrawrr,21363
2021-05-16,9,Emiru,19049
2021-05-16,10,VALORANT_Americas,18894
2021-05-16,11,playapex,16191
2021-05-16,12,Jynxzi,14300
2021-05-16,13,PENTA,14249
2021-05-16,14,MOONMOON,14757
2021-05-16,15,CDawgVA,10828
2021-05-16,16,Clix,14349
2021-05-16,17,summit1g,12551
2021-05-16,18,shroud,9008
2021-05-16,19,Foolish_Gamers,11339
2021-05-16,20,Flight23white,6709
2021-05-16,21,LVNDMARK,9268
2021-05-16,22,Grubby,6538
2021-05-16,23,Shotzzy,8625
2021-05-16,24,Agent00,5961
2021-05-16,25,Tectone,7710
2021-05-16,26,AMOURANTH,5812
2021-05-16,27,watchmeblink,5425
2021-05-16,28,koil,3434
2021-05-16,29,The_Happy_Hob,5195
2021-05-16,30,BrawlStars,3733
2021-05-16,31,Dkayed,3832
2021-05-16,33,vedal987,3982
2021-05-16,34,TeamfightTactics,4489
2021-05-16,35,fl0m,4020
2021-05-16,36,A_Seagull,3767
2021-05-16,37,erobb221,5336
2021-05-16,39,alpharad,3957
2021-05-16,40,Mathil1,4150
2021-05-16,41,HisWattson,4027
2021-05-16,42,LVTHalo,2897
2021-05-16,43,HusKerrs,4076
2021-05-16,44,reneesrealm,3920
2021-05-16,45,Ray,3519
2021-05-16,46,zwebackhd,3344
2021-05-16,47,iateyourpie,3599
2021-05-16,48,RaiseYourEdge,3061
2021-05-16,49,AmazonMusic,3224
2021-05-16,50,Pieface23,2912
2021-05-16,51,setsukotft,3430
2021-05-16,52,Bawkbasoup,3463
2021-05-16,53,solarbacca,2355
2021-05-16,54,RealzBlueWater,2894
2021-05-16,55,CoconutB,3255
2021-05-16,56,itsBenAndKaren,3291
2021-05-16,58,RetalsRL,3574
2021-05-16,59,KYR_SP33DY,3476
2021-05-16,60,Beaulo,2515
2021-05-16,61,Atrioc,2929
2021-05-16,62,BadBoyHalo,6381
2021-05-16,63,Lacari,2426
2021-05-16,64,buckefps,3783
2021-05-16,65,WorldofWarships,2313
2021-05-16,66,Sequisha,2479
2021-05-16,68,syn4ack,1956
2021-05-16,69,Sliggytv,2540
2021-05-16,70,AdrianaChechik_,2337
2021-05-16,71,monkeys_forever,2676
2021-05-16,72,NickEh30,2777
2021-05-16,73,IKeepItTaco,2183
2021-05-16,74,w0n23,2263
2021-05-16,75,blau,2425
2021-05-16,76,HarryHesketh,2571
2021-05-16,77,SmiteGame,1319
2021-05-16,78,Scarra,2674
2021-05-16,79,Granny,2015
2021-05-16,80,Zemie,1920
2021-05-16,81,StaysafeTV,2220
2021-05-16,82,Jay3,2642
2021-05-16,83,SlotsMarko,2019
2021-05-16,84,CodeMiko,1847
2021-05-16,85,akaNemsko,1936
2021-05-16,86,Sommerset,1640
2021-05-16,88,MurderCrumpet,1862
2021-05-16,89,hpduketv,2279
2021-05-16,90,KarasMai,2151
2021-05-16,91,humzh,1503
2021-05-16,93,Prestivent,1809
2021-05-16,94,Chica,1737
2021-05-16,95,DooleyNotedGaming,1950
2021-05-16,96,Linkus7,1846
2021-05-16,98,Dratnos,1507
2021-05-16,99,GEEGA,1560
2021-05-17,1,xQc,65292
2021-05-17,2,tarik,55056
2021-05-17,3,HasanAbi,31573
2021-05-17,4,NICKMERCS,28428
2021-05-17,5,TSM_ImperialHal,24683
2021-05-17,7,NiceWigg,19283
2021-05-17,8,zackrawrr,21363
2021-05-17,9,Emiru,19582
2021-05-17,10,VALORANT_Americas,18894
2021-05-17,11,playapex,15782
2021-05-17,12,Jynxzi,14300
2021-05-17,13,PENTA,14249
2021-05-17,14,MOONMOON,14757
2021-05-17,15,CDawgVA,10828
2021-05-17,16,Clix,14349
2021-05-17,17,summit1g,12551
2021-05-17,18,shroud,9008
2021-05-17,19,Foolish_Gamers,11339
2021-05-17,20,Flight23white,6799
2021-05-17,21,LVNDMARK,9268
2021-05-17,22,Grubby,6538
2021-05-17,23,Shotzzy,8625
2021-05-17,24,Agent00,5961
2021-05-17,25,Tectone,7710
2021-05-17,26,AMOURANTH,5812
2021-05-17,27,watchmeblink,5425
2021-05-17,28,koil,3434
2021-05-17,29,The_Happy_Hob,5195
2021-05-17,30,BrawlStars,3733
2021-05-17,31,Dkayed,3832
2021-05-17,33,vedal987,3982
2021-05-17,34,TeamfightTactics,4489
2021-05-17,35,fl0m,4020
2021-05-17,36,A_Seagull,3767
2021-05-17,37,erobb221,5336
2021-05-17,39,alpharad,3957
2021-05-17,40,Mathil1,4150
2021-05-17,41,HisWattson,4027
2021-05-17,42,LVTHalo,2897
2021-05-17,43,HusKerrs,4076
2021-05-17,44,reneesrealm,3920
2021-05-17,45,Ray,3519
2021-05-17,46,zwebackhd,3344
2021-05-17,47,iateyourpie,3599
2021-05-17,48,RaiseYourEdge,3061
2021-05-17,49,AmazonMusic,3224
2021-05-17,50,Pieface23,2912
2021-05-17,51,setsukotft,3430
2021-05-17,52,Bawkbasoup,3463
2021-05-17,53,solarbacca,2355
2021-05-17,54,RealzBlueWater,2894
2021-05-17,55,CoconutB,3255
2021-05-17,56,itsBenAndKaren,3291
2021-05-17,58,RetalsRL,3574
2021-05-17,59,KYR_SP33DY,3476
2021-05-17,60,Beaulo,2515
2021-05-17,61,Atrioc,2929
2021-05-17,62,BadBoyHalo,6381
2021-05-17,63,Lacari,2426
2021-05-17,64,buckefps,3783
2021-05-17,65,WorldofWarships,2313
2021-05-17,66,Sequisha,2479
2021-05-17,68,syn4ack,1956
2021-05-17,69,Sliggytv,2540
2021-05-17,70,AdrianaChechik_,2337
2021-05-17,71,monkeys_forever,2676
2021-05-17,72,NickEh30,2777
2021-05-17,73,IKeepItTaco,2183
2021-05-17,74,w0n23,2263
2021-05-17,75,blau,2425
2021-05-17,76,HarryHesketh,2571
2021-05-17,77,SmiteGame,1319
2021-05-17,78,Scarra,2674
2021-05-17,79,Granny,2015
2021-05-17,80,Zemie,1920
2021-05-17,81,StaysafeTV,2220
2021-05-17,82,Jay3,2642
2021-05-17,83,SlotsMarko,2019
2021-05-17,84,CodeMiko,1847
2021-05-17,85,akaNemsko,1936
2021-05-17,86,Sommerset,1640
2021-05-17,88,MurderCrumpet,1862
2021-05-17,89,hpduketv,2279
2021-05-17,90,KarasMai,2151
2021-05-17,91,humzh,1503
2021-05-17,93,Prestivent,1809
2021-05-17,94,Chica,1737
2021-05-17,95,DooleyNotedGaming,1950
2021-05-17,96,Linkus7,1846
2021-05-17,98,Dratnos,1507
2021-05-17,99,GEEGA,1560
2021-05-18,1,xQc,65292
2021-05-18,2,tarik,55056
2021-05-18,3,HasanAbi,31573
2021-05-18,4,NICKMERCS,28428
2021-05-18,5,TSM_ImperialHal,24683
2021-05-18,7,NiceWigg,19283
2021-05-18,8,zackrawrr,21363
2021-05-18,9,Emiru,19582
2021-05-18,10,VALORANT_Americas,18894
2021-05-18,11,playapex,15782
2021-05-18,12,Jynxzi,14300
2021-05-18,13,PENTA,14249
2021-05-18,14,MOONMOON,14757
2021-05-18,15,CDawgVA,10828
2021-05-18,16,Clix,14349
2021-05-18,17,summit1g,12551
2021-05-18,18,shroud,9008
2021-05-18,19,Foolish_Gamers,11339
2021-05-18,20,Flight23white,6799
2021-05-18,21,LVNDMARK,9268
2021-05-18,22,Grubby,6538
2021-05-18,23,Shotzzy,8625
2021-05-18,24,Agent00,5961
2021-05-18,25,Tectone,7710
2021-05-18,26,AMOURANTH,5812
2021-05-18,27,watchmeblink,5425
2021-05-18,28,koil,3434
2021-05-18,29,The_Happy_Hob,5195
2021-05-18,30,BrawlStars,3733
2021-05-18,31,Dkayed,3832
2021-05-18,33,vedal987,3982
2021-05-18,34,TeamfightTactics,4489
2021-05-18,35,fl0m,4020
2021-05-18,36,A_Seagull,3767
2021-05-18,37,erobb221,5336
2021-05-18,39,alpharad,3957
2021-05-18,40,Mathil1,4150
2021-05-18,41,HisWattson,4027
2021-05-18,42,LVTHalo,2897
2021-05-18,43,HusKerrs,4076
2021-05-18,44,reneesrealm,3920
2021-05-18,45,Ray,3519
2021-05-18,46,zwebackhd,3344
2021-05-18,47,iateyourpie,3599
2021-05-18,48,RaiseYourEdge,3061
2021-05-18,49,AmazonMusic,3224
2021-05-18,50,Pieface23,2912
2021-05-18,51,setsukotft,3430
2021-05-18,52,Bawkbasoup,3463
2021-05-18,53,solarbacca,2355
2021-05-18,54,RealzBlueWater,2894
2021-05-18,55,CoconutB,3255
2021-05-18,56,itsBenAndKaren,3291
2021-05-18,58,RetalsRL,3574
2021-05-18,59,KYR_SP33DY,3476
2021-05-18,60,Beaulo,2515
2021-05-18,61,Atrioc,2929
2021-05-18,62,BadBoyHalo,6381
2021-05-18,63,Lacari,2426
2021-05-18,64,buckefps,3783
2021-05-18,65,WorldofWarships,2313
2021-05-18,66,Sequisha,2479
2021-05-18,68,syn4ack,1956
2021-05-18,69,Sliggytv,2540
2021-05-18,70,AdrianaChechik_,2337
2021-05-18,71,monkeys_forever,2676
2021-05-18,72,NickEh30,2777
2021-05-18,73,IKeepItTaco,2183
2021-05-18,74,w0n23,2263
2021-05-18,75,blau,2425
2021-05-18,76,HarryHesketh,2571
2021-05-18,77,SmiteGame,1319
2021-05-18,78,Scarra,2674
2021-05-18,79,Granny,2015
2021-05-18,80,Zemie,1920
2021-05-18,81,StaysafeTV,2220
2021-05-18,82,Jay3,2642
2021-05-18,83,SlotsMarko,2019
2021-05-18,84,CodeMiko,1847
2021-05-18,85,akaNemsko,1936
2021-05-18,86,Sommerset,1640
2021-05-18,88,MurderCrumpet,1862
2021-05-18,89,hpduketv,2279
2021-05-18,90,KarasMai,2151
2021-05-18,91,humzh,1503
2021-05-18,93,Prestivent,1809
2021-05-18,94,Chica,1737
2021-05-18,95,DooleyNotedGaming,1950
2021-05-18,96,Linkus7,1846
2021-05-18,98,Dratnos,1507
2021-05-18,99,GEEGA,1560
2021-05-19,1,xQc,65292
2021-05-19,2,tarik,55056
2021-05-19,3,HasanAbi,31573
2021-05-19,4,NICKMERCS,28428
2021-05-19,5,TSM_ImperialHal,24683
2021-05-19,7,NiceWigg,19283
2021-05-19,8,zackrawrr,21363
2021-05-19,9,Emiru,19582
2021-05-19,10,VALORANT_Americas,18894
2021-05-19,11,playapex,15782
2021-05-19,12,Jynxzi,14300
2021-05-19,13,PENTA,14249
2021-05-19,14,MOONMOON,14757
2021-05-19,15,CDawgVA,10828
2021-05-19,16,Clix,14349
2021-05-19,17,summit1g,12551
2021-05-19,18,shroud,9008
2021-05-19,19,Foolish_Gamers,11339
2021-05-19,20,Flight23white,6799
2021-05-19,21,LVNDMARK,9268
2021-05-19,22,Grubby,6538
2021-05-19,23,Shotzzy,8625
2021-05-19,24,Agent00,5961
2021-05-19,25,Tectone,7710
2021-05-19,26,AMOURANTH,5812
2021-05-19,27,watchmeblink,5425
2021-05-19,28,koil,3434
2021-05-19,29,The_Happy_Hob,5061
2021-05-19,30,BrawlStars,3733
2021-05-19,31,Dkayed,3832
2021-05-19,33,vedal987,4082
2021-05-19,34,TeamfightTactics,4489
2021-05-19,35,fl0m,3912
2021-05-19,36,A_Seagull,3767
2021-05-19,37,erobb221,5336
2021-05-19,39,alpharad,3957
2021-05-19,40,Mathil1,4150
2021-05-19,41,HisWattson,3954
2021-05-19,42,LVTHalo,2897
2021-05-19,43,HusKerrs,4076
2021-05-19,44,reneesrealm,3920
2021-05-19,45,Ray,3519
2021-05-19,46,zwebackhd,3344
